,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AMT_REQ_CREDIT_BUREAU_HOUR,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Security staff,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Industry: type 10,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block of flats,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_CURRENCY_currency 1_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_MONTHS_BALANCE_SIZE_SUM,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,PREV_PRODUCT_COMBINATION_nan_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,APPROVED_CNT_PAYMENT_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_COUNT,INSTAL_PAYMENT_DIFF_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
33845,139218,0.0,1,0,450000.0,0.010032,-18161,-1528.0,-10309.0,-1712,1,0,2,2,0,0,0,0.1881325639495679,0.2940831009471255,-1676.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08413633610484,0.1712666666666666,-51.0,-51.0,-51.0,,1410.0,1410.0,1410.0,-15.0,957775.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,0.3415217022102529,0.3415217022102529,-1676.0,-709.2857142857143,32.4,0.8571428571428571,0.0,0.0,1.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,43141.635,63450.0,0.3415217022102529,0.3415217022102529,-1676.0,-886.4,32.4,-26.217391304347824,69.0,0.9420289855072465,69.0,0.0,-789.1969696969697,-52087.0
969,101120,0.0,0,0,270000.0,0.026392,-15267,-1393.0,-1070.0,-2525,1,0,2,2,0,0,0,0.6770546616209138,0.6347055309763198,-1565.0,0,0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0.0912425492893168,0.06,-1463.0,-33.0,-778.1428571428571,255825.4761904762,-1282.0,1225.0,-68.14285714285714,-575.0,220045.2878571429,0.0,0.5714285714285714,0.0,0.4285714285714285,1.0,0.5714285714285714,0.2857142857142857,0.0,0.0,-1463.0,-871.0,-1236.6666666666667,-1282.0,-1063.0,58960.8,31160.505,0.0,0.6152476654312637,0.291420693914031,-1565.0,-821.0,19.2,0.2,0.0,0.0,1.0,0.0,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,7915.95,54000.0,0.6152476654312637,0.291420693914031,-1565.0,-988.0,12.0,-31.142857142857142,35.0,0.8857142857142857,35.0,0.0,-949.4375,-30382.0
33621,138948,0.0,1,0,180000.0,0.01885,-7772,-630.0,-7752.0,-441,1,0,2,2,0,0,0,0.3847940305024433,0.6263042766749393,-409.0,0,0,0.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0810602161605764,0.08,-331.0,-331.0,-331.0,,27435.0,27435.0,27435.0,-42.0,22500.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,-295.0,-295.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6021.45,0.0,0.0,0.0,-295.0,-295.0,10.0,-6.0,9.0,0.8888888888888888,9.0,0.0,-162.75,-1302.0
5549,106498,0.0,1,0,225000.0,0.0105,-8650,-459.0,-3439.0,-1326,1,0,3,3,1,1,0,0.5777449670045507,,-3.0,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0530635838150289,0.2151111111111111,-981.0,-958.0,-969.5,264.5,817.0,848.0,832.5,-19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,0.3137447320891029,0.3137447320891029,-238.0,-209.0,6.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,9017.865,19183.5,0.3137447320891029,0.3137447320891029,-238.0,-238.0,6.0,-5.5,6.0,1.0,6.0,0.0,-150.85714285714286,-1056.0
40283,146668,0.0,0,1,630000.0,0.02461,-13064,-924.0,-1890.0,-4365,1,1,2,2,0,0,0,0.3240110168053869,0.6986675550534175,-1344.0,0,0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0707287201469687,0.1505333333333333,-2890.0,-306.0,-1304.6666666666667,1927397.3333333333,59.0,4415.0,1555.6666666666667,-28.33333333333333,1051764.78,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,,,,,,,,0.0,0.0,-1344.0,-764.3333333333334,11.333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,9774.945,0.0,0.0,0.0,-1344.0,-764.3333333333334,11.333333333333334,-24.97058823529412,34.0,0.9117647058823528,34.0,6626.52,-745.7272727272727,-24609.0
39928,146254,0.0,0,1,463500.0,0.005313,-19451,,-9965.0,-2845,0,0,2,2,0,0,0,0.6787354094806589,0.5919766183185521,-1119.0,1,0,0.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.1244428571428571,-2453.0,-358.0,-1040.1818181818182,478905.1636363637,-1570.0,1387.0,348.0,-291.3636363636364,541699.7727272727,0.0,0.6363636363636364,0.0,0.3636363636363636,1.0,0.5454545454545454,0.3636363636363636,0.0,0.0,-2453.0,-1066.0,-1765.0,-1570.0,-769.0,360517.5,218784.375,107.0,0.3077672879510302,0.2556326216414477,-1119.0,-706.6,32.0,0.6,0.0,0.0,1.0,0.0,0.6,0.2,0.8,0.2,0.0,0.0,0.0,0.8,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,34767.495,21870.0,0.3077672879510302,0.2556326216414477,-1119.0,-1025.6666666666667,22.666666666666668,-25.65384615384616,26.0,0.9230769230769232,26.0,34765.965000000004,-765.5,-19903.0
25219,129334,0.0,1,0,58500.0,0.035792,-12064,-3066.0,-148.0,-1923,1,0,2,2,0,0,0,0.5222647494655476,0.1634256947313434,-1615.0,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.2541445623342175,0.0406333333333333,-2100.0,-63.0,-548.6,282131.6666666667,-1915.0,-144.0,-1218.75,-157.96,28507.6782,0.0,0.04,0.0,0.96,1.0,0.16,0.04,0.0,0.0,-2100.0,-63.0,-566.0833333333334,-1915.0,-163.875,151345.305,27160.929375,0.0,,,-608.0,-265.6,36.0,1.0,0.0,0.0,1.0,0.0,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.2,0.0,0.0,0.0,1.0,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,7843.725,,,,-608.0,-608.0,12.0,-14.0,13.0,0.9230769230769232,13.0,0.0,-415.6666666666667,-4988.0
28812,133477,0.0,1,0,675000.0,0.028663,-16841,-8806.0,-1872.0,-370,1,0,2,2,0,0,0,0.6543147560766495,0.3672910183026313,-1230.0,0,0,0.0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.522890564693308,0.1071428571428571,-1230.0,-742.0,-956.4285714285714,42932.28571428571,-1045.0,10127.0,2887.1666666666665,-379.7142857142857,134573.34857142856,0.0,0.4285714285714285,0.0,0.5714285714285714,1.0,0.5714285714285714,0.4285714285714285,0.0,0.0,-1230.0,-742.0,-1008.0,-1045.0,-648.75,315000.0,151128.36,0.0,0.1089356894225146,0.0272339223556286,-1230.0,-919.6,10.0,0.2,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,36411.21,16587.0,0.1089356894225146,0.0363118964741715,-1038.0,-842.0,10.0,-29.38888888888889,18.0,0.8888888888888888,18.0,0.0,-894.5,-14312.0
15537,118132,0.0,0,0,45000.0,0.010966,-15997,-1647.0,-6967.0,-4845,1,0,2,2,0,1,1,0.6213561265806405,,-2750.0,1,0,,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1029568044008251,0.0914666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1028803346186523,0.1028803346186523,-2750.0,-2750.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4494.87,2956.5,0.1028803346186523,0.1028803346186523,-2750.0,-2750.0,8.0,-87.0,9.0,0.8888888888888888,9.0,0.0,-2624.875,-20999.0
9979,111610,0.0,0,0,63000.0,0.0105,-8580,-672.0,-3435.0,-1222,1,0,3,3,0,1,1,0.2956515239984446,,-327.0,1,0,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783216783216783,0.0374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1117331398753464,0.0079809385625247,-1377.0,-362.125,16.133333333333333,0.0,0.125,0.0,1.0,0.0,0.5625,0.4375,0.25,0.125,0.125,0.1875,0.0,0.5625,0.6875,0.0625,0.0,0.0625,0.1875,0.125,0.125,0.0625,0.125,0.0,0.1875,0.0,0.0,0.1875,0.125,0.5,0.1875,0.125,0.0,0.0,0.0,0.0,0.5,0.0,16051.365,4500.9,0.1117331398753464,0.0124147933194829,-1377.0,-436.77777777777777,17.555555555555557,-15.130434782608695,69.0,0.9420289855072465,69.0,3366.9,-465.4603174603175,-29324.0
3305,103866,0.0,0,1,679500.0,0.0060079999999999,-14794,-1360.0,-7440.0,-4621,1,1,2,2,0,0,0,0.6883560748697737,0.5334816299804352,-3248.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.091929160470461,0.1823647058823529,-1240.0,-659.0,-949.5,168780.5,2413.0,3006.0,2709.5,-312.5,535500.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,-1240.0,-1240.0,-1240.0,2413.0,-621.0,351000.0,351000.0,0.0,0.7241779129293716,0.3893520483260351,-986.0,-799.8,15.6,0.4,0.2,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.2,0.2,0.0,0.6,0.2,0.0,0.2,0.0,0.2,0.0,0.6,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,54022.14,69237.0,0.7241779129293716,0.3893520483260351,-986.0,-799.8,15.6,-25.59016393442623,61.0,0.9508196721311476,61.0,0.0,-597.8137254901961,-60977.0
37342,143259,0.0,0,0,675000.0,0.026392,-15912,,-3051.0,-4087,0,1,2,2,0,0,0,0.5636178862273202,0.4974688893052743,-3.0,0,1,0.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,0.1659,-2683.0,-294.0,-1697.571428571429,1090153.619047619,-2378.0,31026.0,3668.0,-720.2857142857143,241540.7142857143,0.0,0.2857142857142857,0.0,0.7142857142857143,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,-2683.0,-1708.0,-2258.8,-2378.0,-977.8,80100.0,41157.0,282.0,0.0,0.0,-2237.0,-1923.5,11.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19301.22,0.0,0.0,0.0,-2237.0,-1923.5,11.0,-78.58823529411765,17.0,0.9411764705882352,17.0,0.0,-2078.5,-20785.0
38626,144741,0.0,1,0,450000.0,0.031329,-10116,-1221.0,-2024.0,-1035,1,0,2,2,0,0,0,0.6672780363827111,0.6785676886853644,-1088.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1206998813760379,0.4908636363636364,-588.0,-588.0,-588.0,,,,,-413.0,4500.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-588.0,-588.0,-588.0,,-413.0,4500.0,4500.0,20.0,0.0996031071732006,0.0498015535866003,-1088.0,-1088.0,12.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104.42,6165.0,0.0996031071732006,0.0996031071732006,-1088.0,-1088.0,12.0,-30.0,13.0,0.9230769230769232,13.0,0.0,-902.9166666666666,-10835.0
47,100054,0.0,1,0,225000.0,0.022625,-20121,-5332.0,-9197.0,-3283,1,1,2,2,0,1,1,0.0892406534424171,0.7281412993111438,-1247.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2649967695442572,0.2710909090909091,-1483.0,-1138.0,-1310.5,59512.5,-1115.0,-772.0,-943.5,-578.0,52346.25,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,-1483.0,-1483.0,-1483.0,-1115.0,-1114.0,48600.0,48600.0,29.0,0.1089328961748633,0.065350215598609,-1247.0,-799.8,11.6,0.0,0.0,0.0,1.0,0.0,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10349.91,10296.0,0.1089328961748633,0.0544604967709885,-1247.0,-715.25,11.5,-18.897959183673468,49.0,0.9387755102040816,49.0,6578.46,-580.9148936170212,-27303.0
30421,135307,0.0,1,0,135000.0,0.020713,-13044,-1433.0,-1412.0,-1951,1,1,3,1,0,0,0,0.5075729547771931,,-1490.0,0,0,,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.1098589389757743,0.0857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103967871873417,0.0439452000125085,-1490.0,-909.0,11.285714285714286,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,24375.645,17955.0,0.103967871873417,0.0412202682768279,-1490.0,-724.2,11.2,-28.557692307692307,52.0,0.9230769230769232,52.0,0.0,-872.9375,-41901.0
24594,128613,1.0,0,0,135000.0,0.01885,-13808,-2822.0,-11209.0,-2065,1,0,2,2,0,0,0,0.4397771319897778,0.6058362647264226,-515.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0.2043742757821552,0.0624333333333333,-2920.0,-126.0,-1621.0,1085662.0,-2444.0,9670.0,487.3333333333333,-887.6666666666666,287010.41,0.0,0.4444444444444444,0.0,0.5555555555555556,1.0,0.7777777777777778,0.2222222222222222,0.0,0.0,-2920.0,-1505.0,-2322.2,-2444.0,-1582.2,450000.0,136599.138,0.0,0.2018349172810016,0.136932325743902,-2771.0,-798.75,31.5,0.6666666666666666,0.0833333333333333,0.0,1.0,0.0,0.4166666666666667,0.25,0.5,0.25,0.0,0.0,0.0,0.75,0.5833333333333334,0.0,0.0,0.0833333333333333,0.1666666666666666,0.75,0.0833333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.75,0.4166666666666667,0.25,0.1666666666666666,0.0833333333333333,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,47524.725,32436.0,0.2018349172810016,0.136932325743902,-2771.0,-1592.2,14.4,-51.94642857142857,56.0,0.9285714285714286,56.0,47503.755,-1155.4117647058824,-117852.0
39555,145797,0.0,1,0,225000.0,0.020246,-16245,-4428.0,-7189.0,-5182,1,0,3,3,0,0,0,0.314968669577406,0.6674577419214722,-759.0,0,0,0.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2725761772853186,0.0833333333333333,-2902.0,-512.0,-1794.2,836543.7333333332,-2435.0,1111.0,-1018.6,-1358.5,80072.523,0.0,0.3,0.0,0.7,1.0,0.7,0.3,0.0,0.0,-2902.0,-1115.0,-2273.5714285714284,-2435.0,-1788.0,180000.0,95103.60428571427,0.0,0.0,0.0,-2532.0,-608.9090909090909,21.428571428571427,0.7272727272727273,0.0909090909090909,0.0,1.0,0.0,0.6363636363636364,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,1.0,0.7272727272727273,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.8181818181818182,0.0909090909090909,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,0.0,0.8181818181818182,0.4545454545454545,0.1818181818181818,0.0,0.2727272727272727,0.0,0.3636363636363636,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0,38250.0,0.0,0.0,0.0,-2532.0,-816.1428571428571,21.428571428571427,-31.09756097560976,41.0,0.926829268292683,41.0,0.0,-751.625,-48104.0
4586,105363,1.0,1,1,450000.0,0.020713,-13744,-980.0,-6649.0,-681,1,1,3,3,0,0,0,0.4919170491843068,,-199.0,1,0,,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0713038416763678,0.18648,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-199.0,-199.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4673.655,0.0,0.0,0.0,-199.0,-199.0,6.0,-4.0,7.0,1.0,7.0,0.0,-104.16666666666669,-625.0
1766,102065,0.0,1,0,720000.0,0.030755,-19003,-1445.0,-5012.0,-2559,1,0,2,2,0,0,0,0.3827047998612199,0.5334816299804352,-987.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.0760406251644477,0.3025555555555556,-2212.0,-62.0,-1458.3636363636365,458238.2545454546,-2031.0,-323.0,-1479.125,-713.8181818181819,91685.86363636365,0.0,0.2727272727272727,0.0,0.7272727272727273,1.0,0.6363636363636364,0.3636363636363636,0.0,0.0,-2212.0,-1053.0,-1788.125,-2031.0,-858.875,213750.0,84523.5,282.0,0.4356901857717277,0.2178450928858638,-987.0,-463.75,12.0,0.5,0.0,0.0,1.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,23976.0,21856.5,0.4356901857717277,0.2178450928858638,-987.0,-514.3333333333334,12.0,-11.045454545454543,22.0,0.9090909090909092,22.0,0.0,-342.6363636363636,-7538.0
29525,134282,0.0,1,1,225000.0,0.006207,-24217,,-8195.0,-4941,0,1,2,2,0,0,0,0.7091104758774417,0.7557400501752248,-672.0,1,0,0.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.1779,-2670.0,-357.0,-1600.5454545454545,558763.8727272728,-2315.0,1469.0,-726.2727272727273,-976.9090909090908,112001.72727272728,0.0,0.2727272727272727,0.0,0.7272727272727273,1.0,1.0,0.0,0.0,0.0,-2670.0,-1349.0,-1958.0,-2315.0,-1332.75,225000.0,81439.875,0.0,0.0,0.0,-672.0,-380.0,15.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,9695.475,0.0,0.0,0.0,-672.0,-453.0,15.0,-11.166666666666666,24.0,0.9166666666666666,24.0,0.0,-370.6363636363636,-8154.0
